city,name_chinese,name_english,address,category_2,category_1,number
Alhambra,上海有發飯店,SHANGHAI YAU FAT RESTAURANT,1721 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8634
Rosemead,陜西名吃,SHANGXI GOURMET,8518 E. Valley Bl. #102,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-9886
Arcadia,,SHAWN CAFE,1220 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-821-0566
San Gabriel,河仙越南餐館,SHENGJI NOODLE HOUSE,529 E. Valley Bl. #178A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-1896
Tustin,鑫園,SHENWEN,13816 Red Hill Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-505-9070
San Gabriel,東北酒家,SHENYANG RESTAURANT,137 S. San Gabriel Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-292-5758
Monterey Park,蜀風園,SHU FENG GARDEN,639 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-576-9088
La Habra,華廷閣,ORIENTAL CHINESE RESTAURANT,2380 W. Whittier Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-697-5271
San Gabriel,東方特快,ORIENTAL EXPRESS CAFE,158 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-292-1868
San Gabriel,楓悠軒,OSHAN ISLAND,704 W. Las Tunas Dr. #3,RESTAURANTS-CHINESE FOOD,餐飲食品,626-293-8128
Burbank,華館,P.F. CHANG'S CHINA BISTRO INC.,201 E. Magnolia Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-391-1070
Torrance,華館,P.F. CHANG'S CHINA BISTRO INC.,3525 Carson St.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-793-0590
Pasadena,華館,P.F. CHANG'S CHINA BISTRO INC.,260 E. Colorado Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-356-9760
Los Angeles,華館,P.F. CHANG'S CHINA BISTRO INC.,121 N. La Cienega Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-854-6467
El Segundo,華館,P.F. CHANG'S CHINA BISTRO INC.,2041 Rosecrans Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-607-9062
Monterey Park,蒙市一條龍北平麵點,P.P POP RESTAURANT,127 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-7351
San Gabriel,趴趴走美食屋,PA PA WALK,227 W. Valley Bl.#148-B,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-3889
Walnut,熊貓快餐,PANDA EXPRESS,558 N. Grand Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-595-1633
Irvine,熊貓快餐,PANDA EXPRESS,15333 Culver Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,949-733-3893
Arcadia,熊貓快餐,PANDA EXPRESS,745 W. Naomi Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-821-9407
Glendale,聚豐園,PANDA INN,111 E. Wilson Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-502-1234
Ontario,聚豐園,PANDA INN,3223 E. Centre Lake Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-390-2888
Los Angeles,聚豐園,PANDA INN,1000 Universal City Plaza #V1,RESTAURANTS-CHINESE FOOD,餐飲食品,818-487-6889
La Palma,聚豐園,PANDA INN,2 Centerpointe Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-522-6082
Pasadena,聚豐園,PANDA INN,3488 E. Foothill Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-793-7300
Norwalk,山王大飯店,PANDA KING CHINESE RESTAURANT,11556 E. Imperial Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-868-8948
El Cajon,富麗雅,PANDA VALLEY,1142 E. Main St,RESTAURANTS-CHINESE FOOD,餐飲食品,619-579-9988
Hacienda Hts.,好味道,PANLINE CHINESE RESTAURANT,15852 Halliburton Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-333-1733
San Gabriel,巴黎PARIS音樂餐廳,PARIS,717 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-780-2568
ARCADIA,蘭桂坊,PARK AVENUE CHINESE CUISINE,855 S. BALDWIN AVE,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-3700
Los Angeles,寶記飯店,PAUL'S KITCHEN,1012 S. San Pedro St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-749-5004
Monterey Park,來來餃子館,PEARL'S RESTAURANT,644 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-2761
Downey,北京餐廳,PEKING CHINA RESTAURANT,11039 Downey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-869-2607
Chino Hills,新天地,PEKING DELI ASIAN FOOD,4183 Chino Hills Pkwy. #FG,RESTAURANTS-CHINESE FOOD,餐飲食品,909-393-0359
Walnut,新天地,PEKING DELI ASIAN FOOD,1247 N. Grand Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-594-5899
Garden Grove,北京飯店,PEKING GOURMET CHINESE RESTAURANT,9092 Garden Grove Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,714-539-5301
Westminster,北京小館,PEKING RESTAURANT,8566 Westmister Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-893-3020
Cerritos,華國酒家,PEKING WOK,11203 E. 183rd St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-860-6068
Torrance,孫家園,PETER'S PLACE CHINESE RESTAURANT,23816 Crenshaw Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-539-6058
S. Pasadena,鳳城美食坊,PHOENIX FOOD BOUTIQUE,456 Fair Oaks Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-403-1828
Arcadia,鳳城美食坊,PHOENIX FOOD BOUTIQUE,1108 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-7668
Alhambra,鳳城美食坊,PHOENIX FOOD BOUTIQUE,31 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-2388
San Gabriel,鳳城美食坊,PHOENIX FOOD BOUTIQUE,712 W. Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-9888
City of Industry,鳳城美食坊,PHOENIX FOOD BOUTIQUE,17575 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-2288
Rowland Hts.,鳳城美食坊,PHOENIX FOOD BOUTIQUE,1709 Nogales St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-8988
Rowland Hts.,鳳城美食坊,PHOENIX FOOD BOUTIQUE,18166 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1238
Alhambra,鳳城甜品,PHOENIX INN CHINESE CUISINE,220 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1918
Los Angeles,鳳城菜館,PHOENIX INN CHINESE CUISINE,301 Ord St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-629-2812
Alhambra,鳳城菜館,PHOENIX INN CHINESE CUISINE,208 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1238
Los Angeles,富春樓,PLUM TREE INN,913 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-613-1819
El Monte,楓林飯店,POINT DUME CHINESE FOOD,4768 N.Peck Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-401-2188
Los Angeles,騰龍閣,POINT DUME RESTAURANT,4366 Fountain Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-663-1078
Cerritos,樂宮海鮮酒樓,PRINCE SEAFOOD RESTAURANT,11828 South St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-1812
Lomita,鴻星魚翅海鮮酒家,PV PALACE SEAFOOD RESTAURANT,2166 Pacific Coast Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-326-3228
Rowland Hts.,陽春麵之家,Q NOODLE HOUSE,18930 E. Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-5108
El Monte,齊魯苑,QI LU RESTAURANT,10632 Lowler Azusa Rd,RESTAURANTS-CHINESE FOOD,餐飲食品,626-575-1989
Monterey Park,青島麵館,QING DAO BREAD FOOD,301 N. Garfield Ave. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-312-6978
Monterey Park,利苑海鮮酒家,MONTEREY PALACE RESTAURANT,1001 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-0888
Torrance,雅敘苑,MOO'S RESTAURANT,4817 Torrance Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-542-5270
San Gabriel,新順景海鮮燒臘,MPV B.B.Q. & SEAFOOD RESTAURANT,545 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-6892
El Monte,人和海鮮酒家,MR. CHOPSTICKS SEAFOOD RESTAURANT,10990 Lower Azusa Rd. #10,RESTAURANTS-CHINESE FOOD,餐飲食品,626-575-3376
City of Industry,神采飛揚,MR. LAMB,17863 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-839-2605
Harbor City,木蘭餐館,MULAN CHINESE RESTAURANT,1318 W. Sepulveda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-539-1051
Monterey Park,味佳冷飲小吃,MY WAY DELI,735 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8997
San Gabriel,南京鹽水鴨,NANJING KITCHEN,706 W. Las Tunas Dr. #5,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-8968
San Gabriel,八里亭清涼茶燉品,NATURE PAGODA,312 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-570-8333
Pomona,美味餐廳,NBC & FAST CHINESE RESTAURANT,1685 Indian Hill Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-626-9616
Monterey Park,海寶潮粵酒家,NBC SEAFOOD RESTAURANT,404 S. Atlantic Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-2323
San Gabriel,新竹園,NEW BAMBOO GARDEN CHINESE RESTAURANT,7248 N. Rosemead Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-0411
Whittier,新廣東飯店,NEW CANTON RESTAURANT,13015  Philadelphia St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-698-7315
Rowland Hts.,半島海鮮酒家,NEW CAPITAL SEAFOOD RESTAURANT,1330 S. Fullerton Rd. #207,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-9813
San Gabriel,半島海鮮酒家,NEW CAPTIAL SEAFOOD RESTAURANT,140 W. Valley Bl. D-4th,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-1899
Upland,新華餐廳,NEW CHINA RESTAURANT,2006 W. Foothill Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-982-4462
San Gabriel,水煮魚1號,NEW CHONG QING,120 N. San Gabriel Bl. #J,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-0836
Los Angeles,新口味,NEW FAVORS RESTAURANT,4135 Centinela Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-390-7849
Rowland Hts.,新園,NEW GARDEN,18740 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-912-9588
Rowland Hts.,新金城北方麵店,NEW GOLDEN CITY,1015 S. Nogales St. #128,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-6822
Rosemead,新金寶潮州粉麵,NEW KIM BAO RESTAURANT,8752 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-8783
Alhambra,政記牛肉麵大王,NEW KING RESTAURANT,1265 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-4836
San Gabriel,新上林鐵板燒,NEW KINGSWOOD,250 W. Valley Bl. #L,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-0589
Monterey Park,新幸運城酒家,NEW LUCKY SEAFOOD RESTAURANT,415 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-7338
Temple City,家鄉小館,NEW MANDARIN NOODLE DELI,9537 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-4318
Cerritos,新北京餐館,NEW PEKING RESTAURANT,19131 Bloomfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-865-8139
Garden Grove,新潮洲粿條餐館,NEW TRIEU CHAU RESTAURANT,9902 Westminster Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-537-2433
San Gabriel,新港海鮮,NEWPORT SEAFOOD RESTAURANT,518 W. Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-5998
Rowland Hts.,新港海鮮,NEWPORT SEAFOOD RESTAURANT,18441 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-839-1239
Rosemead,大小餐館,NHA HANG -TAI SIU RESTAURANT,3219 N. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-0203
Anaheim,金園排骨,NICE FOOD RESTAUANT,627 N. Euclid St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-772-2235
Monterey Park,好年冬,NICE TIME CAFE,500 N. Atlantic Bl. #117,RESTAURANTS-CHINESE FOOD,餐飲食品,626-872-1658
Hacienda Hts.,寧記麻辣火鍋餐廳,NING GI RESTAURANT,2019-1/2 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-330-7417
El Monte,第一雞,NO. 1 CHICKEN,10514 Lower Azusa Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-443-6215
Rosemead,阿一雲吞麵,NOODLE BOY,8518 E. Valley Bl. #B108,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8963
Monterey Park,新錦記餐廳（麵家）,NOODLE CAFE,441 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-8999
Rowland Hts.,福方園天津麵食,NOODLE HOUSE,18219 E. Gale Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-839-8806
Rowland Hts.,美膳園,NOODLE KITCHEN,18977 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-215-8099 626-965-0516
La Puente,張大嘴麵家,NOODLE RAPIDO,1391 N. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-961-1234
Monterey Park,麵香園,NOODLES HOUSE,958 E. Garvey Ave,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-0831
Rosemead,北方酒樓,NORTHERN CHINESE RESTAURANT,8450 E. Valley Bl. #108-109,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-9299
Monterey Park,新港城海鮮酒家,NYC SEAFOOD RESTAURANT,715 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-9898
S. Pasadena,翡翠海鮮酒家,OAK TREE INN INC.,1315 Fair Oaks Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-682-2882
Los Angeles,富臨大酒樓,OCEAN SEAFOOD RESTAURANT,750 N. Hill St. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,213-687-3088
Monterey Park,美麗華大酒店,OCEAN STAR RESTAURANT,145 N. Atlantic Bl. #201-203,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-2128
Alhambra,金山城重慶火鍋旗艦店,OLD CHONG QING,1468 E. Valley Blvd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-293-8868
Temple City,老鄉親冰果小吃,OLD COUNTRY CAFE,5805 N. Rosemead Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-291-5557
Alhambra,老鄉親冰果小吃,OLD COUNTRY CAFE,2 E. Valley Bl. #1E,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-4610
San Gabriel,鬥牛小火鍋,ONE ON ONE,400 E. Valley Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-1138
Chino Hills,王府,ONE PLUS DUMPLING HOUSE,14720 Pileline Ave.#B,RESTAURANTS-CHINESE FOOD,餐飲食品,909-606-8088
W. Los Angeles,金玉滿堂,JOE'S FOUR RIVERS RESTAURANT,12004 Wilshire Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,310-207-2852
Los Angeles,識飲色食,JR BISTRO,750 N. Hill St. #F,RESTAURANTS-CHINESE FOOD,餐飲食品,213-620-0838
Rosemead,鼎泰美食,JTYH RESTAURANT,9425 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-442-8999
City of Industry,侏羅紀啤酒屋,JURASSIC RESTAURANT,15301 Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-336-5899
Monterey Park,家鄉小館,KAM HONG GARDAN,848 E. Garvey Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-9318
Temple City,康康小美小吃世界,KANG KANG FOOD COURT,9618 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-9799
Monterey Park,康康小美小吃世界,KANG KANG FOOD COURT,104 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-2727
Alhambra,康康小美小吃世界,KANG KANG FOOD COURT,27 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-3898
Industry,康康小美,KANG KANG SHAU MAY RESTAURANT,18017 E. Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-380-5657
Alhambra,金水潮州粿條,KIM CHUY CHINESE RESTAURANT,501 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-9080
Los Angeles,金水潮洲粿條,KIM CHUY RESTAURANT,727 N. Broadway #103,RESTAURANTS-CHINESE FOOD,餐飲食品,213-687-7215
Monterey Park,金鳳潮州粿條餐廳,KIM FUNG RESTAURANT,128 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-2883
San Gabriel,金記潮州粉麵,KIM KY NOODLE HOUSE,1108 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-8839
Rosemead,金記潮洲粉麵,KIM KY NOODLE HOUSE,9014 E. Garvey Ave. #H,RESTAURANTS-CHINESE FOOD,餐飲食品,626-569-9511
Westminster,金獅茶樓,KIM SU RESTAURANT,10530 Bolsa Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-554-6261
City of Industry,金塔粿條燒臘飯店,KIM TAR RESTAURANT INC.,15475 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-333-0070
Artesia,金塔海鮮,KIM TAR SEAFOOD RESTAURANT,18309 Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-402-0969
Monterey Park,金塔海鮮,KIM TAR SEAFOOD RESTAURANT,964 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-9139
San Gabriel,金寶美食坊,KING BURG KITCHEN,715 W. Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-2386
Los Angeles,金滬酒家,KING FU RESTAURANT,8681 W. Pico Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-274-4211
Alhambra,京華酒樓,KING HUA RESTAURANT INC,2000 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8833
Orange,海皇宮,KING LOBSTER PALACE,2045 N. Tustin St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-282-9788
Buena Park,帝苑,KING'S GARDEN CHINESE RESTAURANT,5471 Beach Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-521-8833
El Monte,麒麟閣,KIRIN HOUSE,10333 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-579-2626
Montebello,悅來小籠包大王,KUAN'S RESTAURANT,2809 Via Campo #A,RESTAURANTS-CHINESE FOOD,餐飲食品,323-887-7007
Huntington Beach,宮保王,KUNG PAO BOWL,6840 Edinger Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-842-7262
Norwalk,宮保王,KUNG PAO BOWL,12331 E. Imperial Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-863-1312
Long Beach,海天海鮮酒家,L.V. SEAFOOD RESTAURANT,4139 Norse Way,RESTAURANTS-CHINESE FOOD,餐飲食品,562-938-8088
Garden Grove,茶燻火雞,LA CATERING,9848 Garden Grove Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-576-0678
Monterey Park,錢塘春,LAKE SPRING SHANGHAI CUISINE,219 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-3571
Long Beach,利園餐廳,LE YEN RESTAURANT,4140 Atlantic Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-427-1937
Los Angeles,銅鑼灣餐館,LE. ORIENTAL BISTRO,1710 N. Highland Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-462-4747
Alhambra,小吃世界,LEE'S GARDEN,1428 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-0320
Westminster,聯和燒臘店,LEN HOA DELI,9299 Bolsa Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-894-1085
Yorba Linda,生財和,LETTUCE WOK & ROLL,20501 Yorba Linda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-777-6839
Rowland Hts.,良記中餐館,LEUNGKEE CHINESE RESTAURANT,18908 E. Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-913-0213
Arcadia,梁媽媽家,LIANG'S KITCHEN,1027 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-462-0815
Rowland Hts.,梁媽媽家,LIANG'S KITCHEN,1370 S. Fullerton Rd. #102,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-0103
Monterey Park,梁媽媽家,LIANG'S KITCHEN,788 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8238
San Gabriel,梁媽媽家,LIANG'S KITCHEN,227 W. Valley Bl. #128C,RESTAURANTS-CHINESE FOOD,餐飲食品,626-452-0548
Irvine,梁媽媽家,LIANG'S KITCHEN,5408 Walnut Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-674-8999
Rowland Hts.,梁媽媽家,LIANG'S KITCHEN,18438 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-2998
El Monte,梁媽媽家,LIANG'S KITCHEN,10131 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-452-0548
Los Angeles,聯和燒腊快餐,LIEN - HOA B.B.Q. RESTAURANT,721 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-5001
Monterey Park,林肯海鮮酒家,LINCOLN SEAFOOD RESTAURANT,123 S. Lincoln Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-0018
Monterey Park,丁胖子點心世界,LIN'S BAKERY& DELI,123 N. Lincoln Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-573-2209
Gardena,福海樓,LITTLE CHINA,18026 S. Western Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-327-1585
San Bernardino,天龍樓,LITTLE DRAGON RESTAURANT,178 E. Highland Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-883-3663
Artesia,小山東,LITTLE SUNTUNG,11740 Artesia Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-3887
Los Angeles,小王宮,LITTLE WANG KONG,691 S. Hoover St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-487-3749
S. Pasadena,祥園,GOLDEN CHINA GOURMET MONDARIN & SZECHWAN CUISINE,1115 Fair Oaks Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-799-8867
Rowland Hts.,永華川菜,GOLDEN CHINA RESTAURANT,1015 S. Nogales St. #129,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-8800
Reseda,富城,GOLDEN CITY CHINESE RESTAURANT,17719 Vanowen St.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-343-2665
Monterey Park,人人海鮮酒家,GOLDEN CITY SEAFOOD RESTAURANT,108 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-3128
Los Angeles,人人海鮮酒家,GOLDEN CITY SEAFOOD RESTAURANT,960 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-253-2660
Alhambra,黃金海岸自助餐,GOLDEN COAST BUFFET,2223 W. Commonwealth Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-576-7688
Arcadia,鑫龍海鮮,GOLDEN DRAGON CHINESE RESTAURANT,411 E. Huntington Dr. #122,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-7278
Los Angeles,金龍大酒家,GOLDEN DRAGON RESTAURANT,960 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-626-2039
Northridge,金湘飯店,GOLDEN HUNAN RESTAURANT,10334 Reseda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-363-5511
Pasadena,燕京樓,GOLDEN PALACE,3681 E. Colorado Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-796-1832
Torrance,金華樓海鮮酒家,GOLDEN PHEASANT RESTAURANT,1077 W. Carson St.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-320-1030
Lakewood,金鳳凰,GOLDEN PHOENIX,4819 Paramount Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-423-8980
Hawthorne,金鳳川菜,GOLDEN PHOENIX,12033 Hawthorne Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-233-2796
Van Nuys,金滿天,GOLDEN SKY CHINESE RESTAURANT,14429 Victory Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-780-3371
San Gabriel,上流食府,GOLDEN SOUP RESTAURANT,1039 E. Valley Bl. #B201,RESTAURANTS-CHINESE FOOD,餐飲食品,626-312-9586
Rowland Hts.,蜀香門第,GOLDEN SPOON RESTAURANT,18347 COLIMA RD.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-8951
Covina,金鍋,GOLDEN WOK CHINESE FAST FOOD,119 N. Vincent Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-813-1280
Los Angeles,萬里香餐館,GOOD TASTE,625 W. College St. #109,RESTAURANTS-CHINESE FOOD,餐飲食品,213-628-8288
W. Covina,龍運,GRAND BUFFET,318 S. California Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-851-8699
Pomona,圓山自助餐,GRAND BUFFET,58 Rio Rancho Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-622-1203
Anaheim,鴻宴餐廳,GRAND CHINA RESTAURANT,575  W. Chapman Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-740-1888
Torrance,大中華自助餐,GRAND CHINESE BUFFET INT'L CUISINE,22901 Hawthorne Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-373-9778
Westminster,海南雞飯,GRAND HA NAN CHICKEN RICE,9550 Bolsa Ave. #115E1,RESTAURANTS-CHINESE FOOD,餐飲食品,714-531-7788
Azusa,大中國自助餐,GREAT CHINA BUFFET,485 E. Gladstone St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-815-1668
Artesia,海鮮閣大酒樓,GREAT SEAFOOD HOUSE,18329 S. Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-860-7794
