city,name_chinese,name_english,address,category_2,category_1,number
El Monte,,PEPE'S MEXICAN & SEAFOOD RESTAURANT,11740 E. Valley Bl.,RESTAURANTS-MEXICAN,餐飲食品,626-401-1599
Temple City,香蕉葉,BANANA LEAF,5835 Temple City Bl,RESTAURANTS-INDONESIAN,餐飲食品,626-309-0209
W. Covina,印尼麵食,JANTY NOODLE,989 S. Glendora Ave. #14,RESTAURANTS-INDONESIAN,餐飲食品,626-480-1808
Rowland Hts.,,JAVA SPICE EXOTIC INDONESIAN CUISINE,1743 Fullerton Rd.,RESTAURANTS-INDONESIAN,餐飲食品,626-810-1366
W. Covina,,KEDAI,989 S. Glendora Ave. #18,RESTAURANTS-INDONESIAN,餐飲食品,626-337-1111
Los Angeles,印尼美食,RAMAYANI INDONESIA BISTRO,1777 Westwood Bl.,RESTAURANTS-INDONESIAN,餐飲食品,310-477-3315
Los Angeles,,SIMPANG ASIA,10433 National Bl.#213,RESTAURANTS-INDONESIAN,餐飲食品,310-815-9075
San Gabriel,大華超級市場聖蓋博分店麵包部,99 RANCH MARKET S.G. BRANCH BAKERY,140 W. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-307-8899
Arcadia,戚楓烘焙本家,CHIFFON DE PASTRY ART,1010 Baldwin Ave. #C,BAKERS-RETAIL,餐飲食品,626-254-9249
Hacienda Hts.,R.J. 法式蛋糕,R.J. PATISSERIE INC.,1635 S. Azusa Ave.,BAKERS-RETAIL,餐飲食品,626-810-6678
San Gabriel,點一點糕點創作坊,,709 W. Las Tunas Dr,BAKERS-RETAIL,餐飲食品,323-265-2738
W. Covina,RED RIBBON BAKESHOP,,1525 E. Amar Rd.#A.,BAKERS-RETAIL,餐飲食品,626-964-9940
San Gabriel,SAIGON'S BAKERY & SANDWICHES,,718 E. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-288-6475
City of Industry,一福堂,1 FU TANG BAKERY,17861-A Colima Rd.,BAKERS-RETAIL,餐飲食品,626-581-0888
San Gabriel,一福堂總店,1 FU TANG BAKERY,1611 S. San Gabriel Bl.,BAKERS-RETAIL,餐飲食品,626-288-8007
Alhambra,,101 BAKERY & CAFE,301 W.Main St.,BAKERS-RETAIL,餐飲食品,626-300-0034
Rosemead,心意屋,AMOR BAKERY INC.,8829 E. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-285-9655
Los Angeles,星星蛋糕,AMY'S BAKERY,633 W. Cesar Chavez Ave. #6,BAKERS-RETAIL,餐飲食品,213-680-7855
Westminster,新樂餅家,AN LAC BAKERY,9347 Bolsa Ave.,BAKERS-RETAIL,餐飲食品,714-373-0338
El Monte,晶華餅家,ANGEL BAKERY,3944 N. Peck Rd. #9,BAKERS-RETAIL,餐飲食品,626-350-5339
Brea,,B.C. PRODUCTS,592 S. Brea Bl.,BAKERS-RETAIL,餐飲食品,909-920-5805
S. El Monte,城都麵包爐,BAGUETTE,9505 E. Garvey Ave. #A,BAKERS-RETAIL,餐飲食品,626-350-7099
Artesia,烘焙屋,BAKE ARE WE,11624-1/2 South St.,BAKERS-RETAIL,餐飲食品,562-653-9398
Alhambra,巴黎凍肉麵包,BALE FRENCH SANDWICH & BAKERY,1426 S. Atlantic Bl.,BAKERS-RETAIL,餐飲食品,626-308-3003
Alhambra,美荻法國麵包,BANH MI MY  THO FRANCH SANDWICH,304 W. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-289-4160
Santa Monica,,BAY CITIES ITALIAN DELI & BAKERY,1517 Lincoln Bl.,BAKERS-RETAIL,餐飲食品,310-395-8279
Garden Grove,法國麵包店,BOULANGERIE PIERRE & PATISSERIE,14352 Brookhurst St.,BAKERS-RETAIL,餐飲食品,714-418-9098
Los Angeles,,BUU DIEN FRANCH SANDWICHES,642 N. Broadway #5,BAKERS-RETAIL,餐飲食品,213-617-8355
Irvine,85度C 台灣第一咖啡蛋糕烘焙品牌,CAFE 85 C,2700 Alton Pkwy. #123,BAKERS-RETAIL,餐飲食品,949-553-8585
Hacienda Hts,85度C 台灣第一咖啡蛋糕烘焙品牌,CAFE 85 C,17170 Colima Rd.#A,BAKERS-RETAIL,餐飲食品,626-839-7885
Costa Mesa,,CAFE BLANC,298 E. 17th St. #B,BAKERS-RETAIL,餐飲食品,949-631-9999
Gardena,,CAKE 99,1610 W. Redondo Beach Bl. #11,BAKERS-RETAIL,餐飲食品,310-323-1988
San Dimas,非常歐洲蛋糕點心,CAKES UNLIMITED,1021 W. Arrow Hwy.,BAKERS-RETAIL,餐飲食品,909-394-1757
Temple City,香夫人-天普市店,CATHY'S BAKERY,5833 Temple City Blvd.,BAKERS-RETAIL,餐飲食品,626-286-7789
San Gabriel,香夫人-聖市店,CATHY'S BAKERY,227 W. Valley Bl. #128A,BAKERS-RETAIL,餐飲食品,626-293-1033
Arcadia,香夫人-亞市店,CATHY'S BAKERY,651 W. Duarte Rd. #A,BAKERS-RETAIL,餐飲食品,626-821-8655
San Gabriel,香夫人-聖市總店,CATHY'S BAKERY,708 E. Las Tunas Dr.,BAKERS-RETAIL,餐飲食品,626-451-0101
Westminster,香檳餅家,CHAMPAGNE BAKERY,9200 Bolsa Ave. #116,BAKERS-RETAIL,餐飲食品,714-898-0484
Diamond Bar,鑽石恩典坊,CHAMPS ELYSEES BAKERY,1200 S. Diamond Bar Bl. #102,BAKERS-RETAIL,餐飲食品,909-861-7456
Los Angeles,新中國城餅家,CHINATOWN BAKERY & DELI INC.,809 N. Hill St. #A,BAKERS-RETAIL,餐飲食品,213-680-3888
Los Angeles,可可餅店,CO CO BAKERY,645 N. Spring St.,BAKERS-RETAIL,餐飲食品,213-625-0388
Bell,群鳳餅家,CONPHUNG BAKERY,6367 Atlantic Ave.,BAKERS-RETAIL,餐飲食品,323-773-3888
San Gabriel,天使烘焙坊,D'ANGE BAKERY,800 W. Las Tunas Dr.#100,BAKERS-RETAIL,餐飲食品,626-282-0808
Arcadia,雙喜蛋糕,DE CROUPET'S CAKES,23 E. Huntington Dr.,BAKERS-RETAIL,餐飲食品,626-446-6903
S. El Monte,鑽石餅家-總店,DIAMOND BAKERY,1940 Frank Stiles St.,BAKERS-RETAIL,餐飲食品,626-452-8020
Artesia,鑽石餅家-喜瑞都市分店,DIAMOND BAKERY,17801 Pioneer Bl. #D,BAKERS-RETAIL,餐飲食品,562-402-6728
Rowland Hts.,鑽石餅家-羅蘭崗分店(1),DIAMOND BAKERY,1015 S. Nogales St.,BAKERS-RETAIL,餐飲食品,626-912-3708
Monterey Park,鑽石餅家-蒙市分店,DIAMOND BAKERY,742-746 W. Gavery Ave.,BAKERS-RETAIL,餐飲食品,626-289-5172
Irvine,頂好餅屋,DIHO BAKERY,14130 Culver Dr. #J,BAKERS-RETAIL,餐飲食品,949-857-6415
Rosemead,多美思餅店,DOMIES BAKERY,7609 Garvey Ave.,BAKERS-RETAIL,餐飲食品,626-280-3085
San Gabriel,多美思蛋糕店,DOMIES BAKERY,529 E. Valley Bl. #118,BAKERS-RETAIL,餐飲食品,626-571-8399
Rowland Hts,,EAT CAKE CAFE,19705 E. Colima Rd.#6,BAKERS-RETAIL,餐飲食品,714-261-6192
Los Angeles,奇異情趣蛋糕,EXOTIC CAKES,1068 S. Fairfax Ave.,BAKERS-RETAIL,餐飲食品,323-938-2286
Los Angeles,美如點心餅家,FAMILY PATSRYINC.,715 N. Spring St.,BAKERS-RETAIL,餐飲食品,213-622-5255
San Gabriel,幸運餅家,FORTUNE BAKERY INC.,700 W. Las Tunas Dr.,BAKERS-RETAIL,餐飲食品,626-576-0514
Monterey Park,楓葉蛋糕,G.P. BAKERY,2331 S. Garfield Ave.,BAKERS-RETAIL,餐飲食品,323-888-9878
Rosemead,嘉福糕餅店,GARFUC BAKERY,9008 E. Garvey Ave. #D,BAKERS-RETAIL,餐飲食品,626-280-8737
Burbank,巴西燒烤餐廳,BRAZILIAN GRILL & BAR,269 E. Palm Ave.,RESTAURANTS-BAR-B-QUE,餐飲食品,818-972-2100
Tarzana,牛仔式烤肉,EL PASO BARBEQUE CO.,18938 Ventura Bl.,RESTAURANTS-BAR-B-QUE,餐飲食品,818-996-5607
W. Covina,大汗蒙古烤肉,EMPEROR MONGOLIA B.B.Q.,138 N Grand Ave.,RESTAURANTS-BAR-B-QUE,餐飲食品,626-332-2869
W. Covina,綠野巴西窯烤,GREEN FIELD CHURRASCARIA,381 N. Azusa Ave.,RESTAURANTS-BAR-B-QUE,餐飲食品,888-295-1306
Long Beach,綠野巴西窯烤,GREEN FIELD CHURRASCARIA,5305 E. Pacific Coast Hwy.,RESTAURANTS-BAR-B-QUE,餐飲食品,562-597-0906
S. Pasadena,,GUS'S BARBEQUE,808 Fair Oaks Ave.,RESTAURANTS-BAR-B-QUE,餐飲食品,626-799-3251
Los Angeles,正統巴西B.B.Q.,M GRILL,3832 Wilshire Bl. #202,RESTAURANTS-BAR-B-QUE,餐飲食品,213-389-2770
Fullerton,蒙古烤肉,MAD WOLF MONGOLIAN BAR-B-Q,4110 N. Harbor Bl.,RESTAURANTS-BAR-B-QUE,餐飲食品,714-879-6651
Torrance,蒙古王烤肉館,MONGOL KING B.B.Q,24012 Vista Montana,RESTAURANTS-BAR-B-QUE,餐飲食品,310-375-1513
Sherman Oaks,蒙古烤肉,MONGOLIAN BAR B.Q.,4454 Van Nuys Bl. #K,RESTAURANTS-BAR-B-QUE,餐飲食品,818-783-6646
Rowland Hts.,,ONG GA NAE BBQ RESTAURANT,19745 Colima Rd. #4,RESTAURANTS-BAR-B-QUE,餐飲食品,909-839-0982
Los Angeles,蒙古烤肉餐廳,THREE FLAMES MONGOLIAN BAR-B-Q,5608 W. Manchester Ave.,RESTAURANTS-BAR-B-QUE,餐飲食品,310-641-6868
Los Angeles,韓式烤肉,WILSHIRE  KOREAN BBQ,3807 Wilshire Bl. #120,RESTAURANTS-BAR-B-QUE,餐飲食品,213-386-5900
Rosemead,泰仙鄉,ANGEL THAI HOUSE,8450 Valley Bl. #116,RESTAURANTS-THAI,餐飲食品,626-288-1183
Los Angeles,,AUTHENTIC THAI RESTAURANT,637 N. Spring St.,RESTAURANTS-THAI,餐飲食品,213-613-1115
Rowland Hts.,,BAIMON RESTAURANT,1741 Fullerton Rd.,RESTAURANTS-THAI,餐飲食品,626-964-6851
Rowland Hts.,蕉葉泰式餐廳,BANANA BAY,18230 Colima Rd.,RESTAURANTS-THAI,餐飲食品,626-839-5511
Westminster,,BANGKOK PAI,9707 Bolsa Ave.,RESTAURANTS-THAI,餐飲食品,714-775-9788
San Gabriel,非常泰,CAFE DE BANGKOK,402 E. Valley Bl.,RESTAURANTS-THAI,餐飲食品,626-288-0099
Orange,,CHA THAI RESTAURANT,1520 W. Chapman Ave.,RESTAURANTS-THAI,餐飲食品,714-978-3905
Pasadena,,CHANDRA THAI RESTAURANT,400 S. Arroyo Pkwy.,RESTAURANTS-THAI,餐飲食品,626-577-6599
Rowland Hts.,,COCONUT BAY BAR & GRILL,18922 Gale Ave.,RESTAURANTS-THAI,餐飲食品,626-913-9933
W. Covina,,COZY THAI RESTAURANT,2550 E. Amar Rd. #A-7,RESTAURANTS-THAI,餐飲食品,626-581-2481
Temple City,　,EDEN THAI CUISINE,9426 E. Las Tunas Dr.,RESTAURANTS-THAI,餐飲食品,626-286-7795
Alhambra,青木瓜泰國餐廳,GREEN PAPAYA THAI RESTAURANT,1800 W. Valley Bl.,RESTAURANTS-THAI,餐飲食品,626-282-1291
Monterey Park,泰國餐,HOY-KA THAI NOODLE,230 N. Garfield Ave. #D12,RESTAURANTS-THAI,餐飲食品,626-927-9629
Cypress,,KAPOW THAI,4758 Lincoln Ave.,RESTAURANTS-THAI,餐飲食品,714-827-8170
N. Hollywood,泰味軒餐廳,KRUA THAI,13130 Sherman Way,RESTAURANTS-THAI,餐飲食品,818-759-7998
W. Covina,泰味軒餐廳,KRUA THAI,935 S. Glendora Ave.,RESTAURANTS-THAI,餐飲食品,626-480-0116
Rosemead,泰麗餐廳,LUBLAE THAI FOOD,3684 Rosemead Bl.,RESTAURANTS-THAI,餐飲食品,626-572-7711
Downey,泰國餐,NARAI THAI CUISINE,7611 Firestone Bl.,RESTAURANTS-THAI,餐飲食品,562-928-4632
Monterey Park,,NOODLE PLANET,1935 S. Atlantic Bl.,RESTAURANTS-THAI,餐飲食品,323-881-0900
Los Angeles,,NOODLE PLANET,1118 Westwood Bl.,RESTAURANTS-THAI,餐飲食品,310-208-0777
Pasadena,皇上皇麵家,NOODLE WORLD,24 W. Colorado Bl.,RESTAURANTS-THAI,餐飲食品,626-585-5885
San Marino,皇上皇麵家,NOODLE WORLD,932 Huntington Dr.,RESTAURANTS-THAI,餐飲食品,626-300-1010
Alhambra,皇上皇麵家,NOODLE WORLD,700 W. Valley Bl.,RESTAURANTS-THAI,餐飲食品,626-293-8800
Arcadia,蘭花泰餐,ORCHID THAI CUISINE,1311 S. Baldwin Ave. #A,RESTAURANTS-THAI,餐飲食品,626-821-2099
City of Industry,,PAIR THAI RESTAURANT,18219 E. Gale Ave. #8,RESTAURANTS-THAI,餐飲食品,626-964-2370
Huntington Beach,,PHUKEC RESTAURANT,16612 Beach Bl.,RESTAURANTS-THAI,餐飲食品,714-842-1101
Rowland Hts.,泰景苑菜館,PRESIDENT THAI RESTAURANT,1390 Fullerton Rd. #105,RESTAURANTS-THAI,餐飲食品,626-839-3340
Pasadena,泰景苑菜館,PRESIDENT THAI RESTAURANT,498 S. Rosemead Bl.,RESTAURANTS-THAI,餐飲食品,626-578-9814
Torrance,,ROYALTSAI,24631 S. Crenshaw Bl. #J,RESTAURANTS-THAI,餐飲食品,310-539-8984
Rosemead,銘廚,RUBEN'S KITCHEN,8728 Valley Bl. #101,RESTAURANTS-THAI,餐飲食品,626-307-1157
Los Angeles,可口餐室,SALATHAI RESTAURANT,211 Alpine St. alpine Plaza,RESTAURANTS-THAI,餐飲食品,213-625-0805
San Gabriel,,SALATHAI THAI CUISINE,7258 N. Rosemead Bl.,RESTAURANTS-THAI,餐飲食品,626-287-5850
Pomona,泰國餐,SANAMLUANG CAFE,1648 Indian Hill Bl.,RESTAURANTS-THAI,餐飲食品,909-621-0904
N. Hollywood,泰國餐,SANAMLUANG CAFE,12980 Sherman Way #7,RESTAURANTS-THAI,餐飲食品,818-764-1180
Hollywood,泰味軒餐廳,SANAMLUANG CAF'E,5176 Hollywood Bl.,RESTAURANTS-THAI,餐飲食品,323-660-8006
San Gabriel,三帆泰式料理,SANPAN RESTAURANTS,227 W .Valley Bl. #108B,RESTAURANTS-THAI,餐飲食品,626-458-8989
W. Covina,,THAI BBQ & SEAFOOD,1559 E. Amar Rd. #D,RESTAURANTS-THAI,餐飲食品,626-913-7647
Arcadia,美味泰,THAI CLASSIC RESTAURANTS,1011 S. Baldwin Ave.,RESTAURANTS-THAI,餐飲食品,626-294-9914
Lake Forest,,THAI CORNER,22371 El Toro Rd. #A,RESTAURANTS-THAI,餐飲食品,949-380-8869
Buena Park,非常泰式料理,THAI CUISINE EXPRESS,6098 Orangethorpe Ave.,RESTAURANTS-THAI,餐飲食品,714-522-1323
Cerritos,喜瑞都泰國菜,THAI ORIGINAL B.B.Q.,11323 183rd St.,RESTAURANTS-THAI,餐飲食品,562-924-0042
San Gabriel,泰香苑,THAI PARADISE AUTHENTIC THAI CUISINE,909 W. Las Tunas Dr.,RESTAURANTS-THAI,餐飲食品,626-570-8887
Monterey Park,泰香苑,THAI PARADISE AUTHENTIC THAI CUISINE,141 N. Atlantic Bl. #113-115,RESTAURANTS-THAI,餐飲食品,626-281-8886
Westminster,泰國公主,THAI PRINCESS RESTAURANT,16338 Beach Blvd.,RESTAURANTS-THAI,餐飲食品,714-841-7935
Alhambra,紫苑泰餐,THAI PURPLE RESTAURNT,27 N. Garfield Ave.,RESTAURANTS-THAI,餐飲食品,626-300-9083
Hacienda Hts.,泰國餐廳  2,THAI SPECIALTY 2,1675 S. Azusa Ave.,RESTAURANTS-THAI,餐飲食品,626-810-9900
Costa Mesa,,THAI SPICE,263 E. 17th St.,RESTAURANTS-THAI,餐飲食品,949-722-9188
Whittier,泰式美食,THAI TABLE RESTAURANT,10509 Santa Gertrudes Ave.,RESTAURANTS-THAI,餐飲食品,562-947-9670
Monterey Park,成泰咖啡餐室,THANH THAI,423 N. Atlantic Bl. #102,RESTAURANTS-THAI,餐飲食品,626-284-1295
Los Angeles,,WUHA THAI FOOD,727 N. Broadway #117,RESTAURANTS-THAI,餐飲食品,213-680-3838
El Monte,LOVE SANDWICHES,,10053 Valley Bl.#5.,RESTAURANTS-WESTERN,餐飲食品,626-455-0930
Monterey Park,ABC  港式西餐廳,ABC CAFE,100 N. Garfield Ave.,RESTAURANTS-WESTERN,餐飲食品,626-573-0718
Los Angeles,野獸餐廳,ANIMAL RESTAURANT,435 N. Fairfax Ave.,RESTAURANTS-WESTERN,餐飲食品,323-782-9225
Mira Loma,,APPLEBEE'S,12375 Limonite Ave.,RESTAURANTS-WESTERN,餐飲食品,951-360-8537
Alhambra,,APPLEBEE'S,21 E. Main St.,RESTAURANTS-WESTERN,餐飲食品,626-576-4621
Chino,,APPLEBEE'S,3956 Grand Ave.,RESTAURANTS-WESTERN,餐飲食品,909-590-7844
Bell Gardens,,APPLEBEE'S,5700 E. Florence Ave.,RESTAURANTS-WESTERN,餐飲食品,323-326-2020
Corona,,APPLEBEE'S,521 N. Mckinley St.,RESTAURANTS-WESTERN,餐飲食品,951-371-1995
Montebello,,APPLEBEE'S,1493 N. Montebello Bl.,RESTAURANTS-WESTERN,餐飲食品,323-278-0250
Monrovia,,APPLEBEE'S,502 W. Huntington Dr.,RESTAURANTS-WESTERN,餐飲食品,626-932-0070
La Habra,,APPLEBEE'S,1238 W. Imperial Hwy.,RESTAURANTS-WESTERN,餐飲食品,562-690-0779
Fountain Valley,,APPLEBEE'S,18279 Brookhurst St.,RESTAURANTS-WESTERN,餐飲食品,714-963-1835
Montclair,,APPLEBEE'S,9241 Monte Vista Ave.,RESTAURANTS-WESTERN,餐飲食品,909-624-5555
Alhambra,百家利,BACCALI ROTISSEIRE,245 W. Valley Bl.,RESTAURANTS-WESTERN,餐飲食品,626-293-3300
Rosemead,,BAHOOKA,4501 N. Rosemead Bl.,RESTAURANTS-WESTERN,餐飲食品,626-285-1241
S. Pasadena,,BAO BAO'S FANTA-SEA GRILL,912 Fair Oaks Ave.,RESTAURANTS-WESTERN,餐飲食品,626-799-5588
Pasadena,貝克漢鄉村餐廳,BECKHAM GRILL,77 W. Walnut St.,RESTAURANTS-WESTERN,餐飲食品,626-796-3399
Ontario,,BLACK ANGUS STEAKHOUSE,3640 Porsche Way,RESTAURANTS-WESTERN,餐飲食品,909-944-6882
Monrovia,,BLACK ANGUS STEAKHOUSE,560 W. Huntington Dr.,RESTAURANTS-WESTERN,餐飲食品,626-303-2411
Whittier,,BLACK ANGUS STEAKHOUSE,15500 Whittier Bl.,RESTAURANTS-WESTERN,餐飲食品,562-947-2200
Burbank,,BLACK ANGUS STEAKHOUSE,235 S. 1st St.,RESTAURANTS-WESTERN,餐飲食品,818-848-8880
Buena Park,,BLACK ANGUS STEAKHOUSE,7111 Beach Bl.,RESTAURANTS-WESTERN,餐飲食品,714-670-2012
Lakewood,,BLACK ANGUS STEAKHOUSE,5000 E. Candlewood St.,RESTAURANTS-WESTERN,餐飲食品,562-531-6921
Montclair,,BLACK ANGUS STEAKHOUSE,9415 Monte Vista Ave.,RESTAURANTS-WESTERN,餐飲食品,909-621-4821
Torrance,,BLACK ANGUS STEAKHOUSE,3405 Carson St.,RESTAURANTS-WESTERN,餐飲食品,310-370-1523
Tustin,海鮮餐廳,BLUE WATER GRILL SEAFOOD RESTAURANT,2409 Park Ave.,RESTAURANTS-WESTERN,餐飲食品,714-258-3474
Newport Beach,海鮮餐廳,BLUE WATER GRILL SEAFOOD RESTAURANT,630 Lido Park Dr.,RESTAURANTS-WESTERN,餐飲食品,949-675-3474
Los Angeles,,BORDER GRILL,445 S. Figueroa St.,RESTAURANTS-WESTERN,餐飲食品,213-486-5171
Hacienda Hts.,波士頓西餐廳,BOSTON CAFE,1631 S. Azusa Ave.,RESTAURANTS-WESTERN,餐飲食品,626-820-1238
Rowland Hts.,波士頓西餐,BOSTON KITCHEN,1700 Batson Ave.,RESTAURANTS-WESTERN,餐飲食品,626-810-2300
Diamond Bar,,CAFE HAUS,20627 Golden Springs Dr. #1R,RESTAURANTS-WESTERN,餐飲食品,909-598-0815
Temple City,,CAFÉ ROULE,9153 Las Tunas Dr.,RESTAURANTS-WESTERN,餐飲食品,626-872-1188
Monrovia,,CAFFE' OPERA,402 S. Myrtle Ave.,RESTAURANTS-WESTERN,餐飲食品,626-305-0094
San Gabriel,,CAPTAIN CRAB,250 W. Valley Bl. #J,RESTAURANTS-WESTERN,餐飲食品,626-293-8338
S. Pasadena,,CARROWS RESTAURANT,815 N. Fremont Ave.,RESTAURANTS-WESTERN,餐飲食品,626-799-0561
W. Covina,,CARROWS RESTAURANT,101 S. Azusa Ave.,RESTAURANTS-WESTERN,餐飲食品,626-919-1618
Rosemead,　,CARROWS RESTAURANT,1021 San Gabriel Bl.,RESTAURANTS-WESTERN,餐飲食品,626-288-5633
Rosemead,查理布朗牛排屋,CHARLEY BROWN'S,909 N. San Gabriel Bl.,RESTAURANTS-WESTERN,餐飲食品,626-288-6001
Glendora,,COCO'S BAKERY & RESTAURANT,1317 S. Lone Hill Ave.,RESTAURANTS-WESTERN,餐飲食品,909-394-2025
Montebello,,COCO'S BAKERY & RESTAURANT,2501 Via Campo,RESTAURANTS-WESTERN,餐飲食品,323-728-4690
Arcadia,,COCO'S BAKERY & RESTAURANT,1150 W. Colorado Bl.,RESTAURANTS-WESTERN,餐飲食品,626-446-5611
Arcadia,,COCO'S BAKERY & RESTAURANT,1440 S. Baldwin Ave.,RESTAURANTS-WESTERN,餐飲食品,626-447-4505
Anaheim,,COCO'S BAKERY & RESTAURANT,1100 W. Katella Ave.,RESTAURANTS-WESTERN,餐飲食品,714-772-0414
Brea,,COCO'S BAKERY & RESTAURANT,1250 Imperial Hwy.,RESTAURANTS-WESTERN,餐飲食品,714-990-0671
Pasadena,,COCO'S BAKERY & RESTAURANT,77 N. Lake Ave.,RESTAURANTS-WESTERN,餐飲食品,626-449-3156
Torrance,,COCO'S BAKERY & RESTAURANT,21815 Hawthorne Bl.,RESTAURANTS-WESTERN,餐飲食品,310-542-2686
Upland,,COCO'S BAKERY & RESTAURANT,60 W. Foothill Bl.,RESTAURANTS-WESTERN,餐飲食品,909-985-9604
Garden Grove,,COCO'S BAKERY & RESTAURANT,12032 Harbor Bl.,RESTAURANTS-WESTERN,餐飲食品,714-750-7477
San Gabriel,逗牛式牛排館,COWBOY STEAK HOUSE,227 W. Valley Bl. #128B,RESTAURANTS-WESTERN,餐飲食品,626-282-1348
Fullerton,富樂頓假日皇冠酒店,CROWNE PLAZA FULLERTON,1500 S. Raymond Ave.,RESTAURANTS-WESTERN,餐飲食品,714-635-9000
El Monte,美德素齋,MERIT VEGGIE PLACE,11022 Lower Azusa Rd.,RESTAURANTS-VEGETARIAN,餐飲食品,626-279-2098
Arcadia,芽菜坊素食小館,BEAN SPROUTS VEGETARIAN RESTAURANT,103 E. Huntington Dr.,RESTAURANTS-VEGETARIAN,餐飲食品,626-254-8708
San Gabriel,巧園素菜餐廳,FINE GARDEN VEGETARIAN CUISINE,841 W. Las Tunas Dr.,RESTAURANTS-VEGETARIAN,餐飲食品,626-282-2282
Hacienda Hts.,新澄慧素食,GARDEN FRESH VEGETARIAN FOOD,16034 Gale Ave.,RESTAURANTS-VEGETARIAN,餐飲食品,626-968-2279
San Gabriel,御素坊,GOURMET VEGETARIAN RESTAURANT,140 W. Valley Bl. #222,RESTAURANTS-VEGETARIAN,餐飲食品,626-280-5998
San Bernardino,欣園素菜館,HAPPY FAMILY VEGETARIAN RESTAU,2150 S. Waterman Ave.,RESTAURANTS-VEGETARIAN,餐飲食品,909-783-8928
Costa Mesa,欣園素菜館,HAPPY FAMILY VEGETARIAN RESTAU,1400 Bristol St.,RESTAURANTS-VEGETARIAN,餐飲食品,714-668-9288
Rowland Hts.,欣園素菜館,HAPPY FAMILY VEGETARIAN RESTAU,18425 E. Colima Rd. 2nd Fl.,RESTAURANTS-VEGETARIAN,餐飲食品,626-965-9923
Rowland Hts.,寬心園素菜餐廳,HAPPY VEGGIE GARDEN,1015 S. Nogales St. #127A,RESTAURANTS-VEGETARIAN,餐飲食品,626-810-2298
Alhambra,愛家國際連鎖素食餐飲,LOVING HUT - VEGAN / VEGETARIA,621 W. Main St.,RESTAURANTS-VEGETARIAN,餐飲食品,626-289-2684
Rosemead,新欣園素菜館,NEW HAPPY FAMILY RESTAURANT,8632 E. Valley Bl. #E,RESTAURANTS-VEGETARIAN,餐飲食品,626-288-5786
West Covina,ONE WORLD素餐館,ONE WORLD VEGETARIAN CUISINE,178 S. Glendora Ave.,RESTAURANTS-VEGETARIAN,餐飲食品,626-917-2727
Arcadia,一品齋,SUPREME VEGETARIAN CUISINE,558 W. Las Tunas Dr.,RESTAURANTS-VEGETARIAN,餐飲食品,626-445-8882
Granada Hills,天香素菜館,VEGETABLE DELIGHT RESTAURANT,17823 Chatsworth St.,RESTAURANTS-VEGETARIAN,餐飲食品,818-360-3997
Pasadena,新概念健康素食,VEGGIE & TEA HOUSE,1055 E. Clorado Bl. #102,RESTAURANTS-VEGETARIAN,餐飲食品,626-440-0088
Upland,愛家素食餐廳,VEGGIE ERA,903 W. Foothill Bl. #B,RESTAURANTS-VEGETARIAN,餐飲食品,909-982-3882
Los Angeles,,VEGGIE GRILL,8000 W Sunset Bl,RESTAURANTS-VEGETARIAN,餐飲食品,323-822-7575
Cerritos,素香緣,VEGI WOKERY,11329 183rd St.,RESTAURANTS-VEGETARIAN,餐飲食品,562-809-3928
Chino,元氣日式海鮮自助餐,GENKI SUSHI & SEAFOOD BUFFET,4751 Riverside Dr.,RESTAURANTS-JAPANESE,餐飲食品,909-364-9899
San Gabriel,一級棒日式燒烤,WONDERFUL RESTAURANT,1558 S. New Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-289-7586
Hollywood,山城,YAMASHIRO,1999 N. Sycamore Ave.,RESTAURANTS-JAPANESE,餐飲食品,323-466-5125
Pasadena,舟壽司,A'FLOAT SUSHI,87 E. Colorado Bl.,RESTAURANTS-JAPANESE,餐飲食品,626-792-9779
Temple City,味千拉麵,AJISEN RAMEN,9202 Las Tunas Dr.,RESTAURANTS-JAPANESE,餐飲食品,626-292-3888
San Gabriel,味千拉麵,AJISEN RAMEN,227 W. Valley Bl. #108-A,RESTAURANTS-JAPANESE,餐飲食品,626-281-8388
Irvine,味千拉麵,AJISEN RAMEN,2700 Alton Pkwy.,RESTAURANTS-JAPANESE,餐飲食品,949-833-3288
Rowland Hts.,味千拉麵,AJISEN RAMEN,18253 Colima Rd.,RESTAURANTS-JAPANESE,餐飲食品,626-839-2188
Walnut,赤坂,AKASAKA JAPANESE CUISINE INC.,505 Grand Ave. #G,RESTAURANTS-JAPANESE,餐飲食品,909-598-8816
Hacienda Hts.,,AKASAKA JAPANESE RESTAURANT,14926 Clark Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-336-0871
Cypress,,AKI SUISI,4720 Lincoln Ave.,RESTAURANTS-JAPANESE,餐飲食品,714-828-2218
Westwood,創意日本料理,AMI JAPANESE RESTAURANT & SUSHI,1051 Broxton Ave.,RESTAURANTS-JAPANESE,餐飲食品,310-209-1994
Los Angeles,,ARADO JAPANESE RESTAURANT,4001 Wilshire Bl. #AB,RESTAURANTS-JAPANESE,餐飲食品,213-387-1199
